username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-12-05 16:34;2;13;"It was a big day for NIITians. With inspirational leadership talks, amazing performances and rewards to the best performers, we had a gala time during our # AnnualDay 2019 celebrations. Witness some amazing moments in the highlights below. # EngageWithTheEmergingpic.twitter.com/ZSTEmWSB19";;;# #;"1202566811889414146";https://twitter.com/NIITTech/status/1202566811889414146
;2019-12-03 16:44;2;5;"Missed the webinar on 14th Nov? Watch it now and discover a seamless solution to # AviationDisruption!! http://bit.ly/2OoFrhg # EngageWithTheEmergingpic.twitter.com/dJkxIqLs9S";;;# #;"1201844670973829125";https://twitter.com/NIITTech/status/1201844670973829125
;2019-12-01 17:30;1;7;"Learn how some of the fast-achieving client leaders are beating their competition in the market using # AI in the # PostDigital era. http://bit.ly/35FCfDt # EngageWithTheEmergingpic.twitter.com/miRv7w16Es";;;# # #;"1201131441851162624";https://twitter.com/NIITTech/status/1201131441851162624
;2019-11-29 17:30;1;6;"We’re proud to announce that we have won the ‘Technology Award under Blockchain category’ at # NATC2019 for Chain-m, a # blockchain solution that enables transparent revenue settlement between airlines & agents, thus improving operational efficiency & generating higher revenues.pic.twitter.com/5pPIUbVMFz";;;# #;"1200406610042118144";https://twitter.com/NIITTech/status/1200406610042118144
;2019-11-27 21:40;1;3;"Thank you for your participation in our joint webinar with GE Aviation Digital, Easyjet and Oliver Wyman. Learn more about the solution! http://bit.ly/2OoFrhg # EngageWithTheEmerging # AviationDisruptionpic.twitter.com/33qJgPrbXt";;;# #;"1199744794869690370";https://twitter.com/NIITTech/status/1199744794869690370
;2019-11-26 18:04;2;4;"The triple-A Trifecta - # AI, # Analytics and # Automation. Know why all enterprises should focus on a verticalized approach to utilize it better in the # PostDigital era! Read more in a report by @ HFSResearch. http://bit.ly/35FCfDt # EngageWithTheEmergingpic.twitter.com/pB37HhdlG3";;@;# # # # #;"1199328042369343488";https://twitter.com/NIITTech/status/1199328042369343488
;2019-11-22 17:05;1;3;"Data aggregation engines with market-leading analytics & reporting capabilities can be effective in managing exposure & risk for capital providers. Discover how # NIITTechnologies # AdvantageGo Suite can help capital providers manage and mitigate risks. https://bit.ly/2Qq0PEe pic.twitter.com/UM0zmivwd6";;;# #;"1197863686888730624";https://twitter.com/NIITTech/status/1197863686888730624
;2019-11-20 17:32;2;3;"Exposure management systems using aggregations engines are powerful tools when coupled with dashboards & reporting capabilities for # riskmanagement. Know how our # AdvantageGo Suite can help capital providers manage & mitigate risks. https://bit.ly/2Qq0PEe pic.twitter.com/NjMgqyNPdb";;;# #;"1197145578683224067";https://twitter.com/NIITTech/status/1197145578683224067
;2019-11-18 19:00;0;3;"Capital providers who leverage aggregated data to better understand their underlying systemic risks will become the market leaders. Discover how # NIITTechnologies # AdvantageGo Suite can help capital providers manage and mitigate risks. https://bit.ly/2Qq0PEe pic.twitter.com/1u2hexgxfq";;;# #;"1196443117387309058";https://twitter.com/NIITTech/status/1196443117387309058
;2019-11-14 10:06;1;4;"An incredible solution to challenge # AviationDisruption and help airlines take on rapid growth, cost pressures and ever increasing expectation of the digital traveler! Join our free webinar today & learn all about it. http://bit.ly/2p379pM # EngageWithTheEmergingpic.twitter.com/zjhNh9pdty";;;# #;"1194859149886197760";https://twitter.com/NIITTech/status/1194859149886197760
